no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,dbscan_cluster,dbscan_outlier,gmm_prob_0,gmm_prob_1,gmm_prob_2
2,0,1,0,3,0,0,0,2017,10,18,4,0,0,0,114.0,0,1,-1,1,2.729650365116575e-16,1.0,0.0
2,1,0,1,0,1,0,58,2018,6,21,4,0,0,0,125.1,1,1,-1,1,1.0,0.0,0.0
2,0,2,6,3,0,0,4,2017,8,14,4,0,0,0,95.13,1,1,-1,1,1.1044364762644595e-15,0.9999999999999982,0.0
2,0,0,2,0,0,4,117,2018,4,29,4,0,0,0,105.84,0,0,-1,1,1.0,0.0,0.0
2,0,1,3,0,0,0,36,2018,12,26,4,0,0,0,102.0,0,0,-1,1,4.633266967457949e-11,0.9999999999536691,0.0
2,0,2,2,3,0,0,35,2018,12,2,4,0,0,0,74.8,2,1,-1,1,3.433349642784604e-16,1.0,0.0
2,0,1,0,3,0,0,31,2018,4,24,4,0,0,0,94.5,0,0,-1,1,5.467119036166281e-16,1.0,0.0
2,0,2,4,3,0,0,79,2018,6,16,4,0,0,0,120.6,0,1,-1,1,1.7200059227022295e-15,1.0,0.0
2,0,1,2,0,0,0,1,2017,10,9,4,0,0,0,139.33,0,1,-1,1,1.9408741273317975e-12,0.9999999999980602,0.0
2,0,0,2,0,0,0,21,2017,9,3,4,0,0,0,105.0,0,1,-1,1,2.6429494584031274e-12,0.9999999999973568,0.0
2,0,0,2,3,0,0,12,2018,9,14,2,0,0,0,100.0,1,1,-1,1,3.8604379940961666e-16,1.0,0.0
2,0,1,0,0,0,0,33,2018,2,8,4,0,0,0,80.3,1,1,-1,1,6.304230219929294e-11,0.9999999999369571,0.0
1,0,0,2,0,0,0,164,2017,10,2,3,0,0,0,100.0,0,1,36,0,6.4599285112456906e-15,0.9999999999999929,0.0
2,0,0,3,0,1,0,78,2018,3,24,4,0,0,0,105.3,1,1,-1,1,1.0,0.0,0.0
2,0,0,4,0,0,3,18,2018,5,31,4,0,0,0,112.8,0,0,-1,1,1.0,0.0,0.0
2,0,1,2,0,0,0,21,2018,8,15,4,0,0,0,151.0,0,0,-1,1,1.1421680376842188e-10,0.9999999998857838,0.0
1,0,1,3,0,0,0,0,2017,11,9,4,0,0,0,91.0,1,1,-1,1,2.9273971382712746e-12,0.9999999999970726,0.0
3,0,2,1,0,0,3,152,2018,8,13,4,0,0,0,146.7,1,0,-1,1,1.0,0.0,0.0
2,0,2,3,0,0,0,43,2017,10,2,3,0,0,0,58.4,0,1,-1,1,3.6036300187004333e-12,0.9999999999963975,0.0
2,0,0,4,3,0,0,177,2018,7,26,4,0,0,0,80.75,1,0,-1,1,7.405822925576645e-16,1.0,0.0
2,0,1,1,3,0,0,47,2018,5,21,3,0,0,0,76.5,0,1,-1,1,3.423597714515238e-16,1.0,0.0
3,0,0,3,0,0,3,57,2018,9,7,4,0,0,0,140.13,0,1,-1,1,1.0,0.0,0.0
2,0,2,4,3,0,0,60,2017,11,15,4,0,0,0,76.0,1,1,-1,1,6.589101718642398e-16,1.0,0.0
2,0,0,2,1,0,0,102,2017,10,16,4,0,0,0,101.5,0,0,37,0,7.69196061324256e-13,0.9999999999992291,0.0
2,0,0,3,3,0,0,71,2018,10,18,4,0,0,0,108.0,1,1,-1,1,6.600607270935089e-16,1.0,0.0
3,0,1,1,0,0,3,1,2018,6,11,4,0,0,0,166.0,3,1,-1,1,1.0,0.0,0.0
2,0,1,1,3,0,0,4,2018,1,16,4,0,0,0,67.5,0,1,-1,1,4.34927092051881e-16,1.0,0.0
2,0,1,3,0,0,3,25,2017,9,14,4,0,0,0,78.54,1,1,-1,1,1.0,0.0,0.0
1,0,2,2,0,0,0,209,2018,11,6,4,0,0,0,152.1,1,0,-1,1,2.9516193504205425e-12,0.9999999999970477,0.0
1,0,2,1,0,0,0,93,2018,10,15,4,0,0,0,115.0,0,0,38,0,2.5160151171786508e-11,0.9999999999748397,0.0
2,0,2,5,3,0,0,53,2017,9,2,4,0,0,0,66.53,2,1,-1,1,2.800158247930822e-15,0.9999999999999964,0.0
2,0,0,2,0,0,0,122,2018,4,15,3,0,0,0,85.0,0,1,39,0,5.46736277838539e-12,0.9999999999945324,0.0
1,0,0,1,0,0,0,16,2018,3,11,2,0,0,0,75.0,0,1,40,0,1.201904788820048e-12,0.9999999999987992,0.0
2,0,2,4,0,0,0,28,2018,8,28,4,0,0,0,115.37,1,0,-1,1,6.988391833658912e-11,0.9999999999301146,0.0
2,0,1,2,1,0,0,161,2018,3,25,4,0,0,0,130.0,0,0,33,0,4.827946599414329e-12,0.9999999999951719,0.0
3,0,0,2,0,0,3,57,2018,12,9,4,0,0,0,126.0,2,1,-1,1,1.0,0.0,0.0
2,0,1,0,0,0,0,19,2018,6,12,4,0,0,0,94.35,1,1,-1,1,5.068028689575536e-11,0.9999999999493205,0.0
3,0,2,4,0,0,3,109,2018,7,6,4,0,0,0,118.46,4,1,-1,1,1.0,0.0,0.0
1,0,0,2,1,0,0,239,2018,6,15,4,0,0,0,90.6,0,0,-1,1,1.1562296475952289e-12,0.9999999999988454,0.0
1,0,2,1,0,0,0,33,2018,3,5,4,0,0,0,82.9,2,1,-1,1,1.3340699216855984e-10,0.999999999866592,0.0
2,0,0,3,0,0,0,11,2017,8,18,4,0,0,0,95.33,1,1,-1,1,3.304075729063962e-12,0.999999999996696,0.0
3,0,2,5,0,0,3,40,2018,4,21,4,0,0,0,135.64,1,1,-1,1,1.0,0.0,0.0
3,0,1,1,0,0,3,45,2018,6,18,3,0,0,0,122.4,0,1,-1,1,1.0,0.0,0.0
2,0,1,3,3,0,0,41,2018,5,9,4,0,0,0,116.1,0,0,-1,1,1.058592171798007e-15,1.0,0.0
2,0,0,4,3,0,0,167,2018,6,28,4,0,0,0,62.18,0,0,-1,1,7.532489357594138e-16,1.0,0.0
2,0,0,4,3,0,0,62,2018,3,9,4,0,0,0,63.75,0,0,-1,1,8.503431490479807e-16,1.0,0.0
1,0,1,4,0,0,0,113,2018,9,7,4,0,0,0,118.8,0,0,-1,1,2.953152207599597e-11,0.9999999999704698,0.0
2,0,0,2,3,1,0,1,2018,8,10,4,0,0,0,167.0,0,1,-1,1,1.0,0.0,0.0
0,2,2,2,0,0,0,68,2018,4,24,4,0,0,0,108.38,1,0,-1,1,1.0,0.0,0.0
3,0,1,2,0,0,0,245,2018,10,28,4,0,0,0,128.7,0,0,-1,1,1.2957109210846787e-10,0.999999999870429,0.0
2,0,1,3,0,0,0,80,2018,3,17,4,0,0,0,80.33,1,1,-1,1,5.7113996137417644e-11,0.9999999999428866,0.0
2,0,1,1,0,0,0,7,2018,8,22,4,0,0,0,140.0,1,0,-1,1,7.521790832252794e-11,0.999999999924782,0.0
2,1,1,1,0,0,0,128,2017,8,8,4,0,0,0,76.5,2,1,-1,1,1.0,0.0,0.0
2,0,2,1,0,0,0,100,2018,5,1,4,0,0,0,105.3,1,1,-1,1,4.5595796310224336e-11,0.9999999999544045,0.0
2,0,2,1,0,0,0,118,2018,4,3,4,0,0,0,87.3,1,0,-1,1,4.1507134548482236e-11,0.9999999999584936,0.0
1,0,0,3,0,0,0,166,2018,11,1,4,0,0,0,110.0,0,0,41,0,1.42126508889754e-11,0.9999999999857856,0.0
1,0,0,1,1,0,0,41,2017,9,4,3,0,0,0,83.0,0,1,-1,1,3.299789633929744e-13,0.9999999999996696,0.0
2,0,2,2,0,0,0,174,2018,8,13,4,0,0,0,99.45,1,1,-1,1,3.0523024057584e-11,0.9999999999694786,0.0
2,1,2,1,1,0,0,27,2017,12,27,3,0,0,0,104.5,3,1,-1,1,1.0,0.0,0.0
2,0,2,6,0,0,0,2,2018,11,16,4,0,0,0,92.54,2,1,-1,1,4.40700060350199e-11,0.9999999999559286,0.0
1,0,0,3,0,0,0,37,2018,10,13,3,0,0,0,95.0,0,1,42,0,1.1986293266223545e-11,0.9999999999880131,0.0
1,0,0,2,0,0,0,188,2018,6,15,4,0,0,0,130.0,0,0,18,0,2.5184277994206078e-12,0.9999999999974811,0.0
2,0,2,1,0,0,0,68,2018,1,2,3,1,1,0,63.0,1,1,-1,1,0.0,0.0,1.0
2,0,1,2,0,0,3,189,2018,10,28,4,0,0,0,109.8,0,0,43,0,1.0,0.0,0.0
2,0,1,0,0,0,0,10,2018,5,16,4,0,0,0,103.0,0,1,-1,1,5.643996590889481e-11,0.9999999999435616,0.0
3,0,2,1,0,0,3,19,2018,2,20,4,0,0,0,130.0,1,1,-1,1,1.0,0.0,0.0
2,0,0,2,0,0,0,61,2018,3,23,4,0,0,0,117.0,0,0,-1,1,6.406065338768278e-11,0.999999999935941,0.0
2,0,0,4,0,0,3,95,2017,12,29,3,0,0,0,60.5,0,1,-1,1,1.0,0.0,0.0
2,0,0,1,1,0,0,83,2017,9,30,3,0,0,0,112.2,0,1,44,0,1.1919707163002735e-13,0.9999999999998792,0.0
2,0,1,3,0,0,0,37,2018,8,1,4,0,0,0,135.9,0,0,-1,1,8.269586101343414e-11,0.9999999999173035,0.0
2,0,1,0,0,0,0,19,2018,7,25,4,0,0,0,151.0,1,0,-1,1,1.1157132676868214e-10,0.999999999888427,0.0
2,0,2,1,0,0,0,22,2017,12,26,4,0,0,0,59.09,0,1,-1,1,1.2081769616682738e-11,0.9999999999879172,0.0
2,0,2,5,0,0,0,151,2018,7,9,4,0,0,0,103.09,0,0,-1,1,5.715937230337085e-11,0.9999999999428404,0.0
2,0,2,1,0,0,0,26,2018,2,28,3,0,0,0,87.0,0,1,-1,1,1.234411557869773e-11,0.9999999999876543,0.0
3,0,1,0,0,0,3,27,2018,4,17,4,0,0,0,137.0,0,0,-1,1,1.0,0.0,0.0
2,0,0,2,1,0,0,79,2018,6,24,3,0,0,0,109.0,0,1,-1,1,3.873663324557356e-12,0.9999999999961275,0.0
2,0,1,1,1,0,0,247,2018,6,6,4,0,0,0,115.0,1,0,45,0,9.464885441968436e-13,0.999999999999055,0.0
2,0,2,3,0,0,3,189,2018,7,17,4,0,0,0,99.45,1,1,-1,1,1.0,0.0,0.0
3,0,1,2,0,0,3,27,2018,2,22,4,0,0,0,130.0,2,1,-1,1,1.0,0.0,0.0
1,0,1,0,0,0,0,51,2018,5,22,2,1,0,3,65.0,0,1,-1,1,0.0,0.0,1.0
2,0,0,2,0,0,0,245,2018,6,17,4,0,0,0,75.0,0,0,21,0,1.0805008622582068e-11,0.9999999999891962,0.0
2,1,1,2,0,0,0,52,2018,7,8,4,0,0,0,132.9,0,0,-1,1,1.0,0.0,0.0
1,0,2,0,0,0,0,13,2017,10,18,4,0,0,0,120.0,0,1,-1,1,8.364499339265268e-13,0.9999999999991651,0.0
2,0,0,2,3,0,0,46,2018,11,11,4,0,0,0,79.2,1,0,-1,1,2.8261316539714644e-16,1.0,0.0
3,0,2,1,0,0,3,84,2018,8,28,4,0,0,0,159.3,0,0,-1,1,1.0,0.0,0.0
1,0,0,2,0,0,0,188,2018,6,15,4,0,0,0,130.0,0,0,18,0,2.5184277994206078e-12,0.9999999999974811,0.0
2,0,0,3,0,0,0,19,2017,10,6,3,1,1,0,90.0,0,1,46,0,0.0,0.0,1.0
2,0,0,2,0,0,3,67,2018,5,27,4,0,0,0,140.4,1,1,-1,1,1.0,0.0,0.0
2,0,0,1,0,0,0,0,2017,8,11,4,0,0,0,75.0,0,1,-1,1,7.499275522657739e-12,0.9999999999925002,0.0
2,0,0,2,1,0,0,273,2017,7,17,4,0,0,0,109.0,0,0,24,0,8.401772381509656e-16,1.0,0.0
2,0,2,1,1,0,0,110,2017,7,25,4,0,0,0,94.5,0,0,47,0,5.465414088955103e-13,0.9999999999994529,0.0
1,0,0,1,0,0,0,0,2017,12,15,2,1,0,1,75.0,0,1,-1,1,0.0,0.0,1.0
2,0,1,2,0,0,3,32,2017,10,23,3,0,0,0,75.0,1,1,-1,1,1.0,0.0,0.0
2,0,2,1,0,0,0,282,2017,10,10,3,0,0,0,76.67,0,1,48,0,1.8261465592365125e-15,0.9999999999999964,0.0
2,0,2,2,0,0,0,38,2018,10,2,4,0,0,0,126.0,0,1,-1,1,6.082935723065751e-11,0.9999999999391704,0.0
2,0,1,1,3,0,0,175,2018,7,23,4,0,0,0,85.5,1,1,49,0,4.629116938090207e-16,1.0,0.0
2,0,0,3,0,0,3,143,2018,8,18,4,0,0,0,140.7,0,0,-1,1,1.0,0.0,0.0
2,0,2,2,0,0,3,127,2018,6,26,4,0,0,0,103.7,1,1,-1,1,1.0,0.0,0.0
1,0,0,1,0,0,0,0,2017,9,8,4,0,0,0,142.0,0,1,-1,1,2.571924004266903e-13,0.9999999999997442,0.0
2,1,2,5,0,0,0,95,2018,12,21,4,0,0,0,103.7,3,1,-1,1,1.0,0.0,0.0
1,0,1,2,0,0,0,118,2018,6,6,3,0,0,0,110.0,0,1,50,0,2.4290134059120274e-12,0.9999999999975699,0.0
2,0,0,3,0,0,0,45,2018,11,10,3,0,0,0,75.0,0,1,51,0,1.7851683323844577e-11,0.9999999999821476,0.0
3,0,1,1,0,0,3,69,2018,7,25,4,0,0,0,137.7,0,1,-1,1,1.0,0.0,0.0
2,0,0,1,3,0,0,57,2018,9,7,4,0,0,0,87.3,3,1,-1,1,7.605953215171027e-15,0.9999999999999929,0.0
2,0,0,2,1,0,0,39,2017,8,14,3,0,0,0,101.5,0,1,52,0,2.3772736915155e-13,0.999999999999762,0.0
2,0,0,1,0,0,0,0,2018,2,24,4,0,0,0,97.0,1,1,-1,1,6.366291113808615e-11,0.9999999999363354,0.0
3,0,1,1,0,0,3,89,2018,8,15,4,0,0,0,150.3,1,1,-1,1,1.0,0.0,0.0
2,0,0,4,0,0,0,85,2018,3,29,4,0,0,0,82.45,0,1,53,0,7.230436292016552e-11,0.9999999999276952,0.0
1,0,0,1,0,1,3,4,2018,7,1,2,1,0,3,103.0,1,1,-1,1,0.0,0.0,1.0
1,0,2,6,0,0,0,11,2018,7,5,4,0,0,0,145.0,0,0,-1,1,1.3381115793705627e-10,0.9999999998661888,0.0
1,0,1,1,0,0,0,12,2018,7,11,4,0,0,0,145.0,1,1,-1,1,2.0185072073828896e-11,0.9999999999798135,0.0
2,0,2,2,0,0,3,77,2018,5,14,4,0,0,0,134.85,1,1,54,0,1.0,0.0,0.0
2,1,1,1,0,0,5,14,2018,10,22,4,0,0,0,168.25,1,1,-1,1,1.0,0.0,0.0
1,0,2,1,0,0,0,1,2018,2,28,4,0,0,0,60.0,0,0,1,0,4.622906244371674e-11,0.9999999999537721,0.0
2,0,1,3,0,0,0,133,2018,6,13,3,0,0,0,76.0,0,1,-1,1,9.351351541480655e-12,0.9999999999906493,0.0
2,0,1,2,0,0,0,3,2017,8,10,3,0,0,0,63.5,1,1,-1,1,3.815847259193076e-12,0.9999999999961844,0.0
2,0,2,0,0,0,0,19,2018,9,18,3,0,0,0,95.0,0,1,-1,1,1.5712983480594036e-11,0.9999999999842863,0.0
2,0,2,2,0,0,3,86,2018,9,3,3,0,0,0,90.95,3,1,-1,1,1.0,0.0,0.0
2,0,0,2,0,0,0,23,2017,10,16,4,0,0,0,98.4,2,1,-1,1,6.721247991682922e-12,0.9999999999932783,0.0
2,0,0,1,0,0,0,65,2018,9,22,4,0,0,0,135.9,1,1,-1,1,8.494350058050373e-11,0.9999999999150582,0.0
2,0,0,2,0,0,3,1,2018,11,16,4,0,0,0,130.0,1,1,-1,1,1.0,0.0,0.0
2,0,0,1,0,0,3,66,2017,11,19,4,0,0,0,81.9,2,1,-1,1,1.0,0.0,0.0
3,0,1,4,0,0,0,50,2018,2,22,4,0,0,0,78.85,1,1,-1,1,1.4549529394978295e-10,0.9999999998545057,0.0
2,0,2,3,1,0,0,87,2018,6,26,4,0,0,0,141.3,0,0,-1,1,3.422438821433416e-11,0.9999999999657767,0.0
2,0,1,1,0,0,0,159,2018,4,9,3,0,0,0,70.0,1,1,55,0,9.384689844543957e-12,0.9999999999906137,0.0
2,0,2,3,1,0,0,39,2018,8,13,4,0,0,0,170.1,2,1,-1,1,1.2301745335995556e-10,0.9999999998769837,0.0
2,0,2,2,0,0,3,102,2018,7,10,3,0,0,0,82.45,0,1,-1,1,1.0,0.0,0.0
2,0,2,6,0,0,0,36,2018,12,10,4,0,0,0,68.07,1,1,-1,1,2.5878426332930824e-11,0.999999999974122,0.0
2,0,0,3,0,0,0,50,2018,10,4,4,0,0,0,118.8,1,1,-1,1,5.390070952565896e-11,0.9999999999460982,0.0
2,0,0,2,0,0,3,115,2018,10,27,4,0,0,0,104.4,0,0,-1,1,1.0,0.0,0.0
1,0,0,1,0,0,0,0,2018,3,23,2,1,0,12,65.0,0,1,-1,1,0.0,0.0,1.0
2,0,1,3,3,0,0,35,2018,3,3,4,0,0,0,71.1,0,0,-1,1,6.996454080443812e-16,1.0,0.0
2,0,2,1,0,0,0,17,2018,5,21,3,0,0,0,95.0,0,1,-1,1,1.524723910587546e-11,0.9999999999847518,0.0
2,0,4,11,0,0,3,237,2018,9,13,4,0,0,0,116.62,1,0,-1,1,1.0,0.0,0.0
2,0,0,4,0,0,0,125,2018,9,7,4,0,0,0,136.0,2,1,-1,1,9.937792619397052e-11,0.9999999999006235,0.0
2,2,2,2,0,0,5,32,2018,12,2,4,0,0,0,147.9,0,0,-1,1,1.0,0.0,0.0
2,0,2,0,3,0,0,5,2018,9,18,3,0,0,0,123.7,0,1,-1,1,4.985850729371617e-16,1.0,0.0
2,0,2,1,0,0,0,91,2018,6,19,4,0,0,0,135.9,0,0,-1,1,6.299762313468687e-11,0.9999999999370033,0.0
2,0,0,2,1,0,0,102,2017,10,16,3,0,0,0,109.0,0,1,56,0,8.0783796426114e-14,0.9999999999999183,0.0
3,0,1,3,0,0,3,155,2018,12,26,4,0,0,0,115.6,1,0,-1,1,1.0,0.0,0.0
1,0,0,3,0,0,0,11,2017,9,15,2,0,0,0,65.0,0,1,-1,1,2.529627676039066e-13,0.9999999999997478,0.0
1,0,0,1,0,0,0,0,2018,2,19,2,0,0,0,80.0,0,1,57,0,9.158230493373865e-13,0.9999999999990834,0.0
2,1,1,4,0,0,0,86,2018,3,23,3,0,0,0,73.83,0,1,-1,1,1.0,0.0,0.0
1,0,0,1,0,1,0,18,2018,10,18,2,1,3,19,67.0,0,1,-1,1,0.0,0.0,1.0
2,0,0,2,0,0,0,58,2018,3,4,4,0,0,0,80.3,1,1,-1,1,6.989667528692269e-11,0.9999999999301039,0.0
2,0,2,1,3,0,0,54,2018,4,30,3,0,0,0,85.0,0,1,-1,1,3.999357258177204e-16,1.0,0.0
2,1,2,3,0,0,0,25,2018,7,23,4,0,0,0,152.1,1,0,-1,1,1.0,0.0,0.0
2,0,0,2,0,0,0,107,2017,9,9,4,0,0,0,89.25,1,1,-1,1,1.4513090357311204e-12,0.9999999999985469,0.0
1,0,0,4,1,0,0,100,2018,9,28,3,0,0,0,110.0,0,1,-1,1,4.055515050810546e-12,0.9999999999959428,0.0
2,0,1,2,0,0,0,273,2018,5,13,4,0,0,0,95.0,0,0,34,0,1.7593603088782667e-12,0.9999999999982414,0.0
2,0,0,1,3,0,0,29,2018,3,18,4,0,0,0,79.0,0,1,-1,1,5.7286708932859e-16,1.0,0.0
2,0,0,1,0,0,0,221,2018,8,12,4,0,0,0,80.0,0,0,-1,1,2.1674588138743945e-11,0.9999999999783249,0.0
2,0,2,2,0,0,0,213,2018,10,1,4,0,0,0,102.85,2,0,-1,1,4.580750389139272e-11,0.9999999999541913,0.0
2,0,1,2,0,0,0,198,2018,9,9,4,0,0,0,90.0,0,0,-1,1,2.403505234190343e-11,0.9999999999759659,0.0
2,0,1,2,0,0,1,81,2018,1,29,4,0,0,0,62.37,2,1,-1,1,1.0,0.0,0.0
2,0,0,1,3,0,0,23,2018,4,8,4,0,0,0,98.0,0,1,-1,1,6.540404140816393e-16,1.0,0.0
2,0,0,3,0,0,0,26,2017,9,17,4,0,0,0,117.67,1,0,-1,1,1.8537030071638007e-12,0.9999999999981455,0.0
2,0,2,1,0,0,0,20,2018,6,18,4,0,0,0,141.0,1,1,-1,1,8.506487097479869e-11,0.9999999999149338,0.0
2,1,1,3,0,0,5,124,2018,12,26,4,0,0,0,156.61,2,0,-1,1,1.0,0.0,0.0
3,0,0,3,0,0,3,85,2018,8,3,4,0,0,0,152.1,0,0,-1,1,1.0,0.0,0.0
2,0,0,1,0,0,0,167,2018,8,6,4,0,0,0,105.3,0,0,-1,1,2.7663745275257863e-11,0.999999999972335,0.0
2,0,1,3,0,0,0,71,2018,5,30,4,0,0,0,119.85,1,1,-1,1,7.645144089770844e-11,0.9999999999235492,0.0
2,0,0,2,0,0,0,48,2018,11,4,4,0,0,0,97.2,2,1,58,0,8.715631137802143e-11,0.9999999999128448,0.0
1,0,0,1,3,0,0,37,2018,5,13,4,0,0,0,116.1,0,1,59,0,4.833788695096142e-16,1.0,0.0
3,0,2,2,0,0,3,76,2018,5,29,4,0,0,0,150.45,0,0,-1,1,1.0,0.0,0.0
1,0,0,1,0,0,0,13,2018,1,20,3,0,0,0,71.0,0,1,-1,1,1.0917359976800258e-11,0.9999999999890825,0.0
2,0,1,2,0,0,3,75,2017,12,7,3,0,0,0,60.0,0,1,-1,1,1.0,0.0,0.0
1,0,0,1,0,0,0,5,2018,4,5,2,1,0,1,89.0,1,1,-1,1,0.0,0.0,1.0
2,0,1,1,0,0,0,180,2018,5,2,3,0,0,0,100.0,1,1,60,0,2.9898665667791084e-12,0.9999999999970086,0.0
2,0,1,3,3,0,0,122,2018,11,14,4,0,0,0,75.9,2,0,-1,1,1.2796103881450615e-15,1.0,0.0
2,0,1,2,0,0,0,224,2017,10,2,3,0,0,0,65.0,0,1,0,0,3.0404536055966474e-14,0.999999999999968,0.0
2,0,2,2,0,0,0,24,2018,5,29,4,0,0,0,104.55,2,1,-1,1,1.1186182139511209e-10,0.9999999998881393,0.0
1,0,2,2,0,0,0,162,2018,10,14,4,0,0,0,115.0,0,0,-1,1,1.694782121264435e-11,0.9999999999830536,0.0
1,0,0,1,0,0,0,1,2018,8,4,4,0,0,0,115.0,0,1,-1,1,2.283508848462579e-11,0.9999999999771632,0.0
2,0,0,4,3,0,0,236,2018,9,27,4,0,0,0,84.43,1,0,-1,1,4.280033245023595e-16,1.0,0.0
2,0,2,3,0,0,0,120,2018,4,8,4,0,0,0,90.95,0,0,-1,1,4.1000892632040336e-11,0.9999999999589981,0.0
2,0,2,4,0,0,0,224,2018,9,3,4,0,0,0,97.18,1,0,-1,1,1.944509880826201e-11,0.999999999980556,0.0
1,0,0,4,1,0,0,33,2017,10,21,3,0,0,0,79.11,0,1,-1,1,1.1375997239383086e-12,0.9999999999988631,0.0
2,0,0,1,0,0,3,22,2017,9,8,4,0,0,0,120.0,1,1,-1,1,1.0,0.0,0.0
2,0,0,3,0,0,0,10,2017,10,20,4,0,0,0,126.0,1,1,-1,1,2.110418870961509e-12,0.9999999999978897,0.0
2,0,0,2,0,0,0,15,2018,2,16,4,0,0,0,91.0,1,0,-1,1,6.214818152273019e-11,0.9999999999378524,0.0
2,0,0,5,1,0,0,230,2018,9,6,4,0,0,0,137.0,0,0,-1,1,2.455212815320205e-12,0.9999999999975451,0.0
2,0,0,4,0,0,0,54,2018,3,16,3,0,0,0,67.32,0,1,-1,1,1.5983125010362602e-11,0.9999999999840163,0.0
2,0,0,1,0,0,0,45,2017,10,23,4,0,0,0,81.62,0,1,-1,1,7.686453567097777e-12,0.9999999999923119,0.0
3,0,1,3,1,0,3,63,2018,10,24,4,0,0,0,123.66,2,1,-1,1,1.0,0.0,0.0
2,0,2,1,3,0,0,166,2018,8,6,4,0,0,0,94.5,1,1,-1,1,4.28244132427003e-16,1.0,0.0
2,0,1,4,0,0,0,148,2018,8,22,4,0,0,0,96.3,0,0,-1,1,5.7574557389148556e-11,0.9999999999424247,0.0
2,0,2,1,0,0,0,136,2018,8,13,4,0,0,0,88.01,1,1,-1,1,4.419960832777589e-11,0.9999999999558007,0.0
2,0,1,3,0,0,0,37,2018,3,10,4,0,0,0,81.9,2,1,-1,1,1.426376295123188e-10,0.9999999998573621,0.0
2,0,0,4,0,0,0,66,2018,5,11,4,0,0,0,119.85,1,1,-1,1,6.783838610589233e-11,0.9999999999321609,0.0
1,0,0,1,0,0,0,11,2017,10,23,3,0,0,0,83.5,0,1,-1,1,9.24618788673362e-13,0.9999999999990763,0.0
1,0,0,1,0,1,0,1,2018,4,1,2,1,0,3,67.0,1,1,-1,1,0.0,0.0,1.0
2,0,2,2,0,0,3,7,2018,6,19,4,0,0,0,156.0,1,1,-1,1,1.0,0.0,0.0
2,0,0,1,0,0,0,43,2017,10,13,3,0,0,0,85.0,0,1,61,0,9.659913834931515e-13,0.9999999999990337,0.0
2,0,3,5,0,0,3,5,2018,4,4,4,0,0,0,126.75,0,0,-1,1,1.0,0.0,0.0
2,0,1,1,1,0,0,247,2018,6,6,4,0,0,0,115.0,1,0,45,0,9.464885441968436e-13,0.999999999999055,0.0
2,0,2,1,3,0,0,24,2018,10,16,4,0,0,0,107.1,1,0,-1,1,3.278779598708591e-16,1.0,0.0
1,0,0,1,0,0,0,53,2018,10,14,3,0,0,0,120.0,0,1,62,0,5.211184158237937e-12,0.9999999999947882,0.0
2,0,2,1,0,0,0,52,2018,11,19,4,0,0,0,93.6,2,1,-1,1,6.307909321893049e-11,0.9999999999369216,0.0
2,0,0,1,0,0,0,56,2018,6,8,3,0,0,0,120.0,0,1,22,0,1.0587852242790027e-11,0.9999999999894129,0.0
1,0,0,1,0,0,0,12,2018,6,8,3,0,0,0,90.0,1,1,-1,1,1.7760665688208742e-11,0.99999999998224,0.0
2,0,0,5,0,0,0,230,2018,9,6,4,0,0,0,137.0,1,0,-1,1,7.695253218627707e-12,0.9999999999923048,0.0
2,1,1,3,0,0,0,92,2018,10,31,4,0,0,0,106.43,1,0,-1,1,1.0,0.0,0.0
1,0,0,3,3,0,0,2,2018,5,31,4,0,0,0,87.78,0,1,-1,1,8.615438009128207e-16,1.0,0.0
2,0,0,2,1,0,0,74,2017,9,18,3,0,0,0,101.5,0,1,63,0,1.654650455052446e-13,0.999999999999833,0.0
2,0,0,1,3,0,0,82,2018,6,23,4,0,0,0,85.5,0,0,-1,1,6.230810377853192e-16,1.0,0.0
1,0,0,3,0,0,0,37,2018,10,13,3,0,0,0,95.0,0,1,42,0,1.1986293266223545e-11,0.9999999999880131,0.0
2,0,2,2,0,0,3,147,2018,7,1,4,0,0,0,103.7,2,1,-1,1,1.0,0.0,0.0
1,0,0,1,0,0,0,2,2017,8,26,2,0,0,0,65.0,0,1,-1,1,1.8373807352723638e-13,0.9999999999998153,0.0
2,0,2,6,0,0,0,166,2018,8,18,4,0,0,0,100.12,0,0,-1,1,8.357722122823217e-11,0.9999999999164224,0.0
2,0,1,3,1,1,0,28,2018,4,11,4,0,0,0,156.25,2,1,-1,1,1.0,0.0,0.0
2,0,1,3,1,1,0,54,2018,7,4,4,0,0,0,161.1,0,1,-1,1,1.0,0.0,0.0
2,0,1,3,3,1,0,49,2018,12,8,4,0,0,0,83.8,2,1,-1,1,1.0,0.0,0.0
2,1,0,1,0,1,0,1,2018,6,18,4,0,0,0,168.0,2,1,-1,1,1.0,0.0,0.0
2,0,2,1,0,0,0,0,2017,12,27,3,0,0,0,58.0,0,1,555,0,5.1477559701833515e-12,0.9999999999948521,0.0
2,0,2,1,1,0,0,4,2017,8,8,3,0,0,0,94.5,0,1,-1,1,6.659423083294312e-13,0.9999999999993356,0.0
